local_path,url,hash,participant_id,file_type,size
raw/35.vmrk,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf56f4b83f6902b3a67969,md5:c8f036b793a160b04bd116b1868b489d,35,,389908
cali/35_cali.matrix,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1d5ab83f6902b1a6288d,md5:5350382f4003eb4c842af8406fde8c30,35,besa_files,47645
log/35_test.txt,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1c1d9ad5a102cc5c4da4,md5:8fca5f050af416e194f5039928bc4f7a,35,log_files,503085
raw/36.eeg,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf51acb83f6902b3a6776d,md5:e2f442754acc032f452caa0a837d070c,36,,247325440
raw/36.vhdr,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf56dc9ad5a102ce5c9911,md5:4cf34582f4bf35b822977122a3d9043c,36,raw_files,11774
raw/36.vmrk,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf56f26c613b02978f519e,md5:bed4f7af23ffacd4c2c0807ee8253983,36,,388568
cali/36_cali.matrix,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1d5e6c613b02978f4433,md5:764d882b651ce04ce63bf843aee066f4,36,besa_files,48185
log/36_test.txt,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1c1c594d9002c67fe8ad,md5:0212e9207800b2a2c0a1ba6b88a5c1d2,36,log_files,503080
raw/37.eeg,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf51de6c613b02948f411e,md5:4a6ea3820eb56db85488e2e5a7b39871,37,,256417280
raw/37.vhdr,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf56de594d9002c37fac7e,md5:e91fabedf61b416ce607a0fa65061d6e,37,raw_files,11774
raw/37.vmrk,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf56f1b83f6902b0a62cee,md5:f7b9faf8ab3a5b5f6a7d582ed353d8cb,37,,391342
cali/37_cali.matrix,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1d5e594d9002c57fb9a0,md5:86f9cf25a52b29ad3138ecf72c8cbb53,37,besa_files,47586
log/37_test.txt,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1c306c613b02948f3594,md5:2b2e0ed461cd2c7332a07377ac776a02,37,log_files,506912
raw/38.eeg,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf51ac594d9002c37fab5b,md5:34a37beda71e07d88fe528cd353d653c,38,,230406400
